Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[170]    0.0    0.00    0.00       2         Eigen::TensorEvaluator<Eigen::Tensor<int, 2, 0, long long>, Eigen::DefaultDevice>::TensorEvaluator(Eigen::Tensor<int, 2, 0, long long> const&, Eigen::DefaultDevice const&) [170]
                0.00    0.00       2/305         Eigen::Tensor<int, 2, 0, long long>::dimensions() const [158]
                0.00    0.00       2/304         Eigen::Tensor<int, 2, 0, long long>::data() const [602]
                0.00    0.00       2/302         int* Eigen::DefaultDevice::get<int*>(int*) const [604]
-----------------------------------------------
                0.00    0.00       1/1           Eigen::Tensor<int, 2, 0, long long>& Eigen::Tensor<int, 2, 0, long long>::operator=<Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> >(Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const&) [168]
[171]    0.0    0.00    0.00       1         Eigen::internal::TensorExecutor<Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const, Eigen::DefaultDevice, true, (Eigen::internal::TiledEvaluation)0>::run(Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const&, Eigen::DefaultDevice const&) [171]
                0.00    0.00       1/2           Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const, Eigen::DefaultDevice>::TensorEvaluator(Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const&, Eigen::DefaultDevice const&) [166]
                0.00    0.00     100/100         Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const, Eigen::DefaultDevice>::evalPacket(long long) const [650]
                0.00    0.00       1/1           Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const, Eigen::DefaultDevice>::evalSubExprsIfNeeded(int*) [753]
                0.00    0.00       1/2           Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const, Eigen::DefaultDevice>::dimensions() const [729]
                0.00    0.00       1/313         decltype ((array_reduce<Eigen::internal::product_op, long long, 2ull>)({parm#1}, static_cast<long long>(1))) Eigen::internal::array_prod<long long, 2ull>(std::array<long long, 2ull> const&) [592]
                0.00    0.00       1/1           Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const, Eigen::DefaultDevice>::cleanup() [754]
-----------------------------------------------
                0.00    0.00 15360000/15360000     std::vector<double, std::allocator<double> >::push_back(double const&) [24]
[232]    0.0    0.00    0.00 15360000         double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [232]
-----------------------------------------------
                0.00    0.00       1/8965641     void std::_Construct<float>(float*) [845]
                0.00    0.00      11/8965641     void std::vector<Ship, std::allocator<Ship> >::_M_realloc_append<Ship>(Ship&&) [144]
                0.00    0.00     400/8965641     std::vector<int, std::allocator<int> >* Eigen::internal::default_construct_elements_of_array<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long long) [778]
                0.00    0.00     629/8965641     Ship& std::vector<Ship, std::allocator<Ship> >::emplace_back<Ship>(Ship&&) [123]
                0.00    0.00    1280/8965641     std::__detail::_Hash_node<std::pair<Ship const, int>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Ship const, int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<Ship const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<Ship const&>&&, std::tuple<>&&) [134]
                0.00    0.00    1280/8965641     std::__detail::_Hash_node<std::pair<int const, Ship>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, Ship>, false> > >::_M_allocate_node<int&, Ship&>(int&, Ship&) [126]
                0.00    0.00    1362/8965641     void std::_Construct<int>(int*) [514]
                0.00    0.00    2107/8965641     void std::vector<Ship, std::allocator<Ship> >::_M_realloc_append<Ship const&>(Ship const&) [96]
                0.00    0.00    2716/8965641     std::vector<int, std::allocator<int> >::push_back(int const&) [435]
                0.00    0.00    6884/8965641     void std::vector<int, std::allocator<int> >::_M_realloc_append<int const&>(int const&) [450]
                0.00    0.00    9933/8965641     std::vector<Ship, std::allocator<Ship> >::push_back(Ship const&) [90]
                0.00    0.00   21906/8965641     void std::_Construct<Ship, Ship const&>(Ship*, Ship const&) [98]
                0.00    0.00 1237132/8965641     std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int&>(int&) [97]
                0.00    0.00 7680000/8965641     std::vector<double, std::allocator<double> >::push_back(double const&) [24]
[233]    0.0    0.00    0.00 8965641         operator new(unsigned long long, void*) [233]
-----------------------------------------------
                0.00    0.00 7680000/7680000     std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::partial_sum<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >) [10]
[234]    0.0    0.00    0.00 7680000         std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator++() [234]
-----------------------------------------------
                0.00    0.00   13768/4393316     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [447]
                0.00    0.00 4379548/4393316     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [51]
[235]    0.0    0.00    0.00 4393316         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [235]
-----------------------------------------------
                0.00    0.00  377168/2762271     std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_bucket_begin(unsigned long long, std::__detail::_Hash_node<int, false>*) [42]
                0.00    0.00  531434/2762271     std::__detail::_Hash_node_base* std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_before_node_tr<int>(unsigned long long, int const&, unsigned long long) const [86]
                0.00    0.00  616537/2762271     std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash(unsigned long long, std::integral_constant<bool, true>) [46]
                0.00    0.00  618566/2762271     std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<int, false>*) [374]
                0.00    0.00  618566/2762271     std::__detail::_Node_iterator_base<int, false>::_M_incr() [285]
[236]    0.0    0.00    0.00 2762271         std::__detail::_Hash_node<int, false>::_M_next() const [236]
-----------------------------------------------
                0.00    0.00     640/2583060     GameStateManager::compute_marginals() const [120]
                0.00    0.00    1280/2583060     GameStateManager::compute_energies() const [116]
                0.00    0.00    3400/2583060     Ship::compute_rows() [533]
                0.00    0.00    3400/2583060     Ship::compute_cols() [532]
                0.00    0.00    6400/2583060     HardLattice::compute_energy(std::vector<int, std::allocator<int> >) const [522]
                0.00    0.00 2567940/2583060     GameStateManager::update_marginals(Ship&, int) [9]
[237]    0.0    0.00    0.00 2583060         std::vector<int, std::allocator<int> >::operator[](unsigned long long) [237]
-----------------------------------------------
                0.00    0.00     313/2449687     Eigen::internal::h_array_reduce<Eigen::internal::product_op, long long, 2ull, 0ull>::run(std::array<long long, 2ull> const&, long long) [594]
                0.00    0.00 2449374/2449687     Eigen::internal::tensor_index_linearization_helper<long long, 2ll, 1ll, false>::run(std::array<long long, 2ull> const&, std::array<long long, 2ull> const&) [53]
[238]    0.0    0.00    0.00 2449687         long long const& Eigen::internal::array_get<0ull, long long, 2ull>(std::array<long long, 2ull> const&) [238]
                0.00    0.00 2449687/2449687     long long const& std::get<0ull, long long, 2ull>(std::array<long long, 2ull> const&) [239]
-----------------------------------------------
                0.00    0.00 2449687/2449687     long long const& Eigen::internal::array_get<0ull, long long, 2ull>(std::array<long long, 2ull> const&) [238]
[239]    0.0    0.00    0.00 2449687         long long const& std::get<0ull, long long, 2ull>(std::array<long long, 2ull> const&) [239]
-----------------------------------------------
                0.00    0.00    6400/2449374     GameStateManager::create_squares_to_ship_ids() const [110]
                0.00    0.00   12800/2449374     GameStateManager::compute_energies() const [116]
                0.00    0.00  240400/2449374     GameStateManager::update_grid(Ship&, int) [89]
                0.00    0.00 2189774/2449374     GameStateManager::update_marginals(Ship&, int) [9]
[240]    0.0    0.00    0.00 2449374         std::vector<int, std::allocator<int> >::operator[](unsigned long long) const [240]
-----------------------------------------------
                0.00    0.00    2310/2379804     std::__detail::_Hash_code_base<int, std::pair<int const, Ship>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [151]
                0.00    0.00   38764/2379804     std::hash<Ship>::operator()(Ship const&) const [431]
                0.00    0.00  974687/2379804     unsigned long long std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code_tr<int>(int const&) const [95]
                0.00    0.00 1364043/2379804     std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [88]
[241]    0.0    0.00    0.00 2379804         std::hash<int>::operator()(int) const [241]
-----------------------------------------------
                0.00    0.00    5432/2135813     std::vector<int, std::allocator<int> >::push_back(int const&) [435]
                0.00    0.00   20652/2135813     void std::vector<int, std::allocator<int> >::_M_realloc_append<int const&>(int const&) [450]
                0.00    0.00 2109729/2135813     int const& std::__detail::_Identity::operator()<int const&>(int const&) const [245]
[242]    0.0    0.00    0.00 2135813         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [242]
-----------------------------------------------
                0.00    0.00  745686/2109729     bool std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_key_equals_tr<int>(int const&, std::__detail::_Hash_node_value<int, false> const&) const [263]
                0.00    0.00 1364043/2109729     std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<int, false> const&, unsigned long long) const [31]
[243]    0.0    0.00    0.00 2109729         __gnu_cxx::__aligned_buffer<int>::_M_ptr() const [243]
                0.00    0.00 2109729/2109729     __gnu_cxx::__aligned_buffer<int>::_M_addr() const [244]
-----------------------------------------------
                0.00    0.00 2109729/2109729     __gnu_cxx::__aligned_buffer<int>::_M_ptr() const [243]
[244]    0.0    0.00    0.00 2109729         __gnu_cxx::__aligned_buffer<int>::_M_addr() const [244]
-----------------------------------------------
                0.00    0.00  745686/2109729     bool std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_key_equals_tr<int>(int const&, std::__detail::_Hash_node_value<int, false> const&) const [263]
                0.00    0.00 1364043/2109729     std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<int, false> const&, unsigned long long) const [31]
[245]    0.0    0.00    0.00 2109729         int const& std::__detail::_Identity::operator()<int const&>(int const&) const [245]
